session,method,gender,emotion,n_annotators,agreement,path,text,segment_id,video_id,mode
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M002.wav,"I would have wanted to go a little further up the coast, get away from the lights and the people but I was afraid we'd miss it.",2,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M003.wav,How you doing?,3,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M004.wav,"Is that -- is that, no? Was that just foam? I can't even tell.",4,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M005.wav,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?",5,Ses02M_script02_1,train
2,script,M,exc,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M006.wav,How you doing? You know what I forgot? I forgot to bring my flashlight. How - how could I forget to bring my flashlight? How could I be so stupid?,6,Ses02M_script02_1,train
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M007.wav,"You know the flashlight, the silver one, there is only one, isn't there?",7,Ses02M_script02_1,train
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M008.wav,Who's is it?,8,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M009.wav,"Oh well, sure, yes.",9,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M010.wav,"No. No. Of course our flashlight yours and mine. Mi flashlight, es su flashlight, naturally.",10,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M011.wav,How could we forget to bring it?  I hope the moon stays out.,11,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M012.wav,"I wonder do they always run during a full moon? I can't remember if it was full last year, do you remember?",12,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M013.wav,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",13,Ses02M_script02_1,train
2,script,M,exc,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M014.wav,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,",14,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M015.wav,"oh man. Like a kid, it's amazing I got out of the house with my fly zipped.",15,Ses02M_script02_1,train
2,script,M,exc,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M016.wav,You think they can hear us talk or feel the vibrations in the sand when we move around?,16,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M017.wav,What you want my jacket?,17,Ses02M_script02_1,train
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M018.wav,"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",18,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M019.wav,Right.,19,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M020.wav,That's my point too.,20,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M021.wav,No. No. That's not my point. The point is there is no point in coming down here if we just leave. Don't you want to see it?,21,Ses02M_script02_1,train
2,script,M,sur,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M022.wav,Why not?,22,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M023.wav,"Honey, this is a natural phenomenon. I mean it only happens once a year.",23,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M024.wav,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up.",24,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M025.wav,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",25,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M026.wav,"This is a big night for these guys, life's last orgy.",26,Ses02M_script02_1,train
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M027.wav,Yes they do.,27,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M028.wav,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs",28,Ses02M_script02_1,train
2,script,M,exc,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M029.wav,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",29,Ses02M_script02_1,train
2,script,M,sur,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M030.wav,For real?,30,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M031.wav,I don't get it. The first time we came here you said it was the best night of your life.,31,Ses02M_script02_1,train
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M032.wav,"And then last year I remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house, and you didn't even notice until we got in the car.",32,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M033.wav,We weren't in a good spot.,33,Ses02M_script02_1,train
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M034.wav,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,34,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M035.wav,"There is that, oh no that's just seaweed, isn't it?",35,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M036.wav,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",36,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M037.wav,"Out there somewhere there is this huge mass of silver fish headed this way,",37,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M038.wav,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",38,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M039.wav,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",39,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M040.wav,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",40,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M041.wav,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",41,Ses02M_script02_1,train
2,script,M,exc,3,3,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M042.wav,Look at me; I'm giving myself goose bumps all my hairs are popping up.,42,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M043.wav,"Well, so what do you think?",43,Ses02M_script02_1,train
2,script,M,xxx,0,0,Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M044.wav,What I was saying.,44,Ses02M_script02_1,train
2,impro,F,neu,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F000.wav,"Hi, How can I help you?",0,Ses02M_impro01,train
2,impro,F,neu,4,4,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F001.wav,"Sure, um",1,Ses02M_impro01,train
2,impro,F,neu,4,4,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F002.wav,do you have two forms of ID with you?,2,Ses02M_impro01,train
2,impro,F,neu,4,4,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F003.wav,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",3,Ses02M_impro01,train
2,impro,F,neu,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F004.wav,Well,4,Ses02M_impro01,train
2,impro,F,neu,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F005.wav,I- I can take your driver's license but I need another form of ID in order to process this paper work.,5,Ses02M_impro01,train
2,impro,F,neu,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F006.wav,"Um, that you would need to go home and get another form of ID and come back.",6,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F007.wav,"Well, I'm sorry sir but",7,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F008.wav,you need to bring two forms of ID there is nothing we can do about it.,8,Ses02M_impro01,train
2,impro,F,fru,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F009.wav,"Well, it's actually-",9,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F010.wav,"It's standard that you bring a couple of forms of ID, I'm sorry.",10,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F011.wav,"Well, I'm sorry, sir, but we're not responsible.",11,Ses02M_impro01,train
2,impro,F,fru,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F012.wav,"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",12,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F013.wav,"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",13,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F014.wav,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",14,Ses02M_impro01,train
2,impro,F,neu,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F015.wav,"I'm sorry, sir.",15,Ses02M_impro01,train
2,impro,F,neu,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F016.wav,there is nothing I can do.,16,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F017.wav,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",17,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F018.wav,"I'm sorry, sir. There is nothing I can do.",18,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F019.wav,"Well, if you had checked the web site it would have said.",19,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F020.wav,If you had checked the website it would have said that you needed two forms of identification.,20,Ses02M_impro01,train
2,impro,F,fru,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F021.wav,"Well, maybe you should",21,Ses02M_impro01,train
2,impro,F,fru,4,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F022.wav,Right. So maybe you should go home now and get your paperwork and come back.,22,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F023.wav,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",23,Ses02M_impro01,train
2,impro,F,fru,4,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F024.wav,"I'm sorry, sir, it's not my choice.",24,Ses02M_impro01,train
2,impro,M,fru,3,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M000.wav,All right. Finally. Here you go.,0,Ses02M_impro01,train
2,impro,M,neu,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M001.wav,"Yea. I just want to get this done,",1,Ses02M_impro01,train
2,impro,M,neu,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M002.wav,get my new license.,2,Ses02M_impro01,train
2,impro,M,neu,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M003.wav,"Um, no, I got my driver's license though.",3,Ses02M_impro01,train
2,impro,M,neu,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M004.wav,"Uh, sorry, I forgot them. I mean I've got to -",4,Ses02M_impro01,train
2,impro,M,neu,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M005.wav,well is the dri-driver's license going to work?,5,Ses02M_impro01,train
2,impro,M,fru,3,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M006.wav,"Okay, so what are you saying? What-",6,Ses02M_impro01,train
2,impro,M,ang,3,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M007.wav,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",7,Ses02M_impro01,train
2,impro,M,ang,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M008.wav,three hours and,8,Ses02M_impro01,train
2,impro,M,ang,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M009.wav,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,9,Ses02M_impro01,train
2,impro,M,ang,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M010.wav,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",10,Ses02M_impro01,train
2,impro,M,ang,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M011.wav,"I filled out the application right, didn't I?",11,Ses02M_impro01,train
2,impro,M,fru,3,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M012.wav,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,12,Ses02M_impro01,train
2,impro,M,fru,3,3,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M013.wav,I've been waiting for three hours.,13,Ses02M_impro01,train
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M014.wav,This is ridiculous. Come on,14,Ses02M_impro01,train
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M015.wav,"I cannot go back in that line. I've got stuff I need to do, I mean-",15,Ses02M_impro01,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M016.wav,"But my driver's license - I had to have my birth certificate to get my driver's license in the first place right, I mean this - here is my driver's license so",16,Ses02M_impro01,train
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M017.wav,That doesn't make any sense. Why?,17,Ses02M_impro01,train
2,impro,M,ang,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M018.wav,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,18,Ses02M_impro01,train
2,impro,M,ang,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M019.wav,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",19,Ses02M_impro01,train
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M020.wav,I waited in line now I'm ready to get my stuff and then go home.,20,Ses02M_impro01,train
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M021.wav,"God, oh my-",21,Ses02M_impro01,train
2,impro,M,fru,3,2,Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M022.wav,This is ridiculous.,22,Ses02M_impro01,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F000.wav,"Oh, yeah? Have you gotten letters yet?",0,Ses02M_impro07,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F001.wav,"Um, I don't know, where?",1,Ses02M_impro07,train
2,impro,F,sur,4,4,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F002.wav,"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",2,Ses02M_impro07,train
2,impro,F,exc,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F003.wav,"Oh my Gosh, that's so cool.",3,Ses02M_impro07,train
2,impro,F,exc,4,4,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F004.wav,"[LAUGHTER] It's gotta be it, like-",4,Ses02M_impro07,train
2,impro,F,exc,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F005.wav,"Oh my Gosh, that's so cool.",5,Ses02M_impro07,train
2,impro,F,exc,4,4,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F006.wav,big packet is gotta be the real thing. yeah,6,Ses02M_impro07,train
2,impro,F,exc,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F007.wav,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",7,Ses02M_impro07,train
2,impro,F,exc,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F008.wav,That's so cool.,8,Ses02M_impro07,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F009.wav,"Yeah, totally.",9,Ses02M_impro07,train
2,impro,F,exc,4,4,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F010.wav,So you're going to be right here in Los Angeles; that is so cool.,10,Ses02M_impro07,train
2,impro,F,exc,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F011.wav,So can we hang out?,11,Ses02M_impro07,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F012.wav,Yay.,12,Ses02M_impro07,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F013.wav,"Oh, yay. Thank you. [LAUGHTER].",13,Ses02M_impro07,train
2,impro,F,hap,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F014.wav,No but that's an awesome school. That's so cool.,14,Ses02M_impro07,train
2,impro,F,hap,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F015.wav,"Oh, totally totally.",15,Ses02M_impro07,train
2,impro,F,hap,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F016.wav,you get to like be a part of that.,16,Ses02M_impro07,train
2,impro,F,hap,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F017.wav,"Like you get to be a part of that. Like the, like the- Like a cult.",17,Ses02M_impro07,train
2,impro,F,hap,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F018.wav,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",18,Ses02M_impro07,train
2,impro,F,hap,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F019.wav,So you know what you are going to do there?,19,Ses02M_impro07,train
2,impro,F,hap,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F020.wav,"Okay. They have a lot of good schools, right?",20,Ses02M_impro07,train
2,impro,F,hap,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F021.wav,"Yes, it's intimate.",21,Ses02M_impro07,train
2,impro,F,exc,4,4,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F022.wav,I know. It's so cool.,22,Ses02M_impro07,train
2,impro,F,exc,4,4,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F023.wav,"Fair for you, Wow, oh my Gosh.",23,Ses02M_impro07,train
2,impro,F,hap,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F024.wav,I will do the best I can.,24,Ses02M_impro07,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F025.wav,"Well, there are all kinds of awesome secrets so you'll really enjoy it. It's really great. I'm so glad.",25,Ses02M_impro07,train
2,impro,F,exc,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F026.wav,Yay,26,Ses02M_impro07,train
2,impro,F,exc,4,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F027.wav,"Okay. Yes, totally come visit",27,Ses02M_impro07,train
2,impro,F,hap,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F028.wav,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",28,Ses02M_impro07,train
2,impro,F,hap,4,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F029.wav,So Congratulations. That's awesome.,29,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M000.wav,"[BREATHING] So, you know I've been hearing back from some colleges.",0,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M001.wav,Yeah. And guess who accepted me?,1,Ses02M_impro07,train
2,impro,M,exc,3,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M002.wav,U.S.C..,2,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M003.wav,"Yeah, oh. I - You have no-",3,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M004.wav,"God, I-I got this big packet you know, in the mail and it's like-",4,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M005.wav,"yes, this is [LAUGHTER], it says U.S.C., like registrar, I mean like, I got-I got some like little letters before you know, it's like oh rejection",5,Ses02M_impro07,train
2,impro,M,exc,3,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M006.wav,"but big packet, big packet is nice",6,Ses02M_impro07,train
2,impro,M,exc,3,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M007.wav,"So it's like, yes, rip it open and there it is big - oh, yes.",7,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M008.wav,"Yeah. I know, I know.",8,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M009.wav,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,9,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M010.wav,and everything like but,10,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M011.wav,"it was good, yeah. I mean-",11,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M012.wav,"I know, I know, yea. It'll be interesting you know, I've never -- I mean getting out of Vegas and everything but LA",12,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M013.wav,I'm looking forward to it.,13,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M014.wav,"Hey, yes, you know that's - that's what I'm coming for.",14,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M015.wav,You're half the reason I'm going. [LAUGHTER],15,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M016.wav,"I know ahh- yeah-, I'm definitely looking forward to it, and I mean they had a great football season last year",16,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M017.wav,"You know what I mean, I bet the home games, are just like nuts you know.",17,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M018.wav,What?,18,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M019.wav,[LAUGHTER] I know. I mean part of-,19,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M020.wav,Yeah. Right. A cult. I'm looking forward to being in the cult.,20,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M021.wav,"Right I know, like you, it won't hurt, I mean national champions last year, wow, you know",21,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M022.wav,Maybe we'll do it again this year.,22,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M023.wav,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",23,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M024.wav,"I-I don't know. Kind of a broad,",24,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M025.wav,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",25,Ses02M_impro07,train
2,impro,M,hap,3,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M026.wav,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",26,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M027.wav,"It's college- oh my God it's college, [GARBAGE] so it's like crazy.",27,Ses02M_impro07,train
2,impro,M,xxx,0,0,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M028.wav,"Oh man. So, I don't know you know, we'll see - we'll see how it goes and, yeah, I'm looking forward to it",28,Ses02M_impro07,train
2,impro,M,exc,3,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M029.wav,I mean you got to - you got to show me the ropes 'cause I've never been there before so I mean you know your way around already and- [LAUGHTER],29,Ses02M_impro07,train
2,impro,M,hap,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M030.wav,"Oh, alright.",30,Ses02M_impro07,train
2,impro,M,exc,3,3,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M031.wav,"I'm-I'm looking forward to that. [BREATHING] man, So yeah, I think I'm going to come out a little early so I mean I'll give you a call and we'll definitely-",31,Ses02M_impro07,train
2,impro,M,exc,3,2,Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M032.wav,"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",32,Ses02M_impro07,train
